title,author,urls,avg_rating,num_ratings,date_published,booktok_popularity
"Archenemies (Renegades, #2)",Marissa Meyer,https://www.goodreads.com/book/show/35425827-archenemies,4.29,"                61,175",2018,511
Before We Were Strangers (Paperback),Renee Carlino,https://www.goodreads.com/book/show/23309634-before-we-were-strangers,4.22,"                47,678",2015,512
Felix Ever After (Hardcover),Kacen Callender,https://www.goodreads.com/book/show/51931067-felix-ever-after,4.34,"                41,944",2020,513
Perfect on Paper (Hardcover),Sophie Gonzales,https://www.goodreads.com/book/show/49204960-perfect-on-paper,4.09,"                17,453",2021,514
"Juniper Hill (The Edens, #2)",Devney Perry,https://www.goodreads.com/book/show/59114267-juniper-hill,4.24,"                16,328",2022,515
"This Woven Kingdom (This Woven Kingdom, #1)",Tahereh Mafi,https://www.goodreads.com/book/show/56554281-this-woven-kingdom,4.09,"                11,067",2022,516
By a Thread (Kindle Edition),Lucy Score,https://www.goodreads.com/book/show/48677178-by-a-thread,4.21,"                37,400",2020,517
Heavenly Bodies (Heavenly Bodies #1),Imani Erriu,https://www.goodreads.com/book/show/58650445-heavenly-bodies,4.18,"                1,502",2022,518
"Blood Crown (Freedom's Harem, #1)",Elizabeth Brown,https://www.goodreads.com/book/show/57802062-blood-crown,3.15,"                1,856",hed ,519
"Aristotle and Dante Dive into the Waters of the World (Aristotle and Dante, #2)",Benjamin Alire Sáenz,https://www.goodreads.com/book/show/56980548-aristotle-and-dante-dive-into-the-waters-of-the-world,4.16,"                39,415",2021,520
The Lost Apothecary (Hardcover),Sarah Penner,https://www.goodreads.com/book/show/53288434-the-lost-apothecary,3.76,"                205,444",2021,521
Your Dad Will Do (A Touch of Taboo #1),Katee Robert,https://www.goodreads.com/book/show/53192006-your-dad-will-do,3.69,"                16,857",2020,522
The Henna Wars (Hardcover),Adiba Jaigirdar,https://www.goodreads.com/book/show/44286258-the-henna-wars,4.01,"                17,737",2020,523
"The Bride Test (The Kiss Quotient, #2)",Helen Hoang,https://www.goodreads.com/book/show/39338454-the-bride-test,3.87,"                119,602",2019,524
"Sea of Ruin (Sea of Ruin, #1)",Pam Godwin,https://www.goodreads.com/book/show/51416396-sea-of-ruin,4.05,"                6,503",2020,525
Exciting Times (Hardcover),Naoise Dolan,https://www.goodreads.com/book/show/50175419-exciting-times,3.29,"                42,556",2020,526
"The Unspoken Name (The Serpent Gates, #1)",A.K. Larkwood,https://www.goodreads.com/book/show/45046552-the-unspoken-name,3.75,"                6,198",2020,527
If He Had Been with Me (Paperback),Laura Nowlin,https://www.goodreads.com/book/show/15835031-if-he-had-been-with-me,4.10,"                13,527",2013,528
"Welcome to the Dark Side (The Fallen Men, #2)",Giana Darling,https://www.goodreads.com/book/show/51480780-welcome-to-the-dark-side,4.17,"                21,306",2018,529
Orbiting Jupiter (Kindle Edition),Gary D. Schmidt,https://www.goodreads.com/book/show/23714521-orbiting-jupiter,4.24,"                34,853",2015,530
"The Duke and I (Bridgertons, #1)",Julia Quinn,https://www.goodreads.com/book/show/110391.The_Duke_and_I,3.82,"                318,682",2000,531
House of Leaves (Paperback),Mark Z. Danielewski,https://www.goodreads.com/book/show/24800.House_of_Leaves,4.07,"                149,344",2000,532
The Dreamers (Hardcover),Karen Thompson Walker,https://www.goodreads.com/book/show/34409176-the-dreamers,3.65,"                35,973",2019,533
"Truthwitch (The Witchlands, #1)",Susan Dennard,https://www.goodreads.com/book/show/21414439-truthwitch,3.85,"                50,248",2016,534
"Supernova (Renegades, #3)",Marissa Meyer,https://www.goodreads.com/book/show/42771754-supernova,4.42,"                49,784",2019,535
"And I Darken (The Conqueror's Saga, #1)",Kiersten White,https://www.goodreads.com/book/show/27190613-and-i-darken,3.83,"                49,340",2016,536
"My Sister, the Serial Killer (Hardcover)",Oyinkan Braithwaite,https://www.goodreads.com/book/show/38819868-my-sister-the-serial-killer,3.71,"                227,985",2018,537
"The Ballad of Songbirds and Snakes (The Hunger Games, #0)",Suzanne Collins,https://www.goodreads.com/book/show/51901147-the-ballad-of-songbirds-and-snakes,3.82,"                292,750",2020,538
"A Dark and Hollow Star (The Hollow Star Saga, #1)",Ashley Shuttleworth,https://www.goodreads.com/book/show/53341666-a-dark-and-hollow-star,3.82,"                4,759",2021,539
Sweet & Bitter Magic (Hardcover),Adrienne Tooley,https://www.goodreads.com/book/show/54304189-sweet-bitter-magic,3.73,"                7,369",2021,540
"Frostblood (Frostblood Saga, #1)",Elly Blake,https://www.goodreads.com/book/show/27827203-frostblood,3.86,"                29,695",2017,541
"Carve the Mark (Carve the Mark, #1)",Veronica Roth,https://www.goodreads.com/book/show/30117284-carve-the-mark,3.78,"                78,204",2017,542
The Idiot (Hardcover),Elif Batuman,https://www.goodreads.com/book/show/30962053-the-idiot,3.67,"                39,407",2017,543
Under the Whispering Door (Hardcover),T.J. Klune,https://www.goodreads.com/book/show/53205888-under-the-whispering-door,4.20,"                76,867",2021,544
Sweet Cruelty (Ruthless Obsession #1),Zoe Blake,https://www.goodreads.com/book/show/55009635-sweet-cruelty,3.77,"                8,910",2020,545
"To Bleed a Crystal Bloom (Crystal Bloom, #1)",Sarah A. Parker,https://www.goodreads.com/book/show/58293539-to-bleed-a-crystal-bloom,4.01,"                2,450",2021,546
"The Heart Principle (The Kiss Quotient, #3)",Helen Hoang,https://www.goodreads.com/book/show/50056075-the-heart-principle,4.03,"                69,697",2021,547
"The Initiation (Filthy Rich Americans, #1)",Nikki Sloane,https://www.goodreads.com/book/show/45175425-the-initiation,3.81,"                10,156",2019,548
"Ruthless Fae (Zodiac Academy, #2)",Caroline Peckham,https://www.goodreads.com/book/show/51966347-ruthless-fae,4.35,"                43,656",2019,549
"Sinner (Priest, #2)",Sierra Simone,https://www.goodreads.com/book/show/38233153-sinner,4.09,"                14,484",2018,550
Radio Silence (Paperback),Alice Oseman,https://www.goodreads.com/book/show/25322449-radio-silence,4.19,"                65,107",2016,551
"Learn My Lesson (Wicked Villains, #2)",Katee Robert,https://www.goodreads.com/book/show/52641926-learn-my-lesson,3.72,"                10,665",2019,552
"Sweet Filthy Boy (Wild Seasons, #1)",Christina Lauren,https://www.goodreads.com/book/show/18775297-sweet-filthy-boy,4.05,"                44,354",2014,553
"Winter (Evermore Academy, #1)",Audrey Grey,https://www.goodreads.com/book/show/49610587-winter,4.12,"                8,226",2019,554
"Rush (Breathless, #1)",Maya Banks,https://www.goodreads.com/book/show/16033902-rush,3.92,"                73,681",2013,555
"Wings of Ebony (Wings of Ebony, #1)",J. Elle,https://www.goodreads.com/book/show/54304072-wings-of-ebony,3.91,"                3,813",2021,556
The Betrayals (ebook),Bridget Collins,https://www.goodreads.com/book/show/46159063-the-betrayals,3.56,"                7,857",2020,557
"Shielded (Shielded, #1)",KayLynn Flanders,https://www.goodreads.com/book/show/42281684-shielded,3.91,"                3,928",2020,558
"I Wish You All the Best (I Wish You All the Best, #1)",Mason Deaver,https://www.goodreads.com/book/show/41473872-i-wish-you-all-the-best,4.20,"                31,744",2019,559
"Everything, Everything (Hardcover)",Nicola Yoon,https://www.goodreads.com/book/show/18692431-everything-everything,4.01,"                516,629",2015,560
"Shadow Me (Shatter Me, #4.5)",Tahereh Mafi,https://www.goodreads.com/book/show/40863452-shadow-me,4.08,"                29,270",2019,561
"The Queen's Assassin (The Queen's Secret, #1)",Melissa de la Cruz,https://www.goodreads.com/book/show/45478154-the-queen-s-assassin,3.47,"                10,852",2020,562
"The Bone Witch (The Bone Witch, #1)",Rin Chupeco,https://www.goodreads.com/book/show/30095464-the-bone-witch,3.71,"                27,962",2017,563
"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,https://www.goodreads.com/book/show/77197.Assassin_s_Apprentice,4.17,"                274,358",1995,564
"Poison Princess (The Arcana Chronicles, #1)",Kresley Cole,https://www.goodreads.com/book/show/20759393-poison-princess,4.11,"                41,338",2012,565
"The Queen of the Tearling (The Queen of the Tearling, #1)",Erika Johansen,https://www.goodreads.com/book/show/22864842-the-queen-of-the-tearling,3.99,"                89,747",2014,566
"Where Good Girls Go To Die (Good Girls, #1)",Holly Renee,https://www.goodreads.com/book/show/32614298-where-good-girls-go-to-die,3.73,"                17,403",2017,567
"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,https://www.goodreads.com/book/show/10025305-clockwork-prince,4.43,"                508,701",2011,568
"The Falconer (The Falconer, #1)",Elizabeth May,https://www.goodreads.com/book/show/15791085-the-falconer,3.77,"                17,918",2013,569
Don't Let Me Fall (Don't Let Me #1),Kelsie Rae,https://www.goodreads.com/book/show/59752535-don-t-let-me-fall,4.06,"                2,776",hed ,570
"Scream For Us (Holiday Masked Men, #1)",Molly Doyle,https://www.goodreads.com/book/show/59117392-scream-for-us,3.66,"                12,600",2021,571
Wait for It (Kindle Edition),Mariana Zapata,https://www.goodreads.com/book/show/33288638-wait-for-it,4.30,"                62,690",2016,572
To Hate Adam Connor (Kindle Edition),Ella Maise,https://www.goodreads.com/book/show/58762145-to-hate-adam-connor,4.11,"                40,420",2016,573
"Lightlark (Lightlark, #1)",Alex Aster,https://www.goodreads.com/book/show/60310757-lightlark,4.39,                87,2022,574
"Barbarian Alien (Ice Planet Barbarians, #2)",Ruby Dixon,https://www.goodreads.com/book/show/25802043-barbarian-alien,3.82,"                36,358",2015,575
"Stolen Heir (Brutal Birthright, #2)",Sophie Lark,https://www.goodreads.com/book/show/54612985-stolen-heir,3.99,"                23,816",2020,576
Most of All You (ebook),Mia Sheridan,https://www.goodreads.com/book/show/32854499-most-of-all-you,4.08,"                18,463",2017,577
Boy Parts (ebook),Eliza Clark,https://www.goodreads.com/book/show/49083140-boy-parts,4.02,"                11,801",2020,578
Diary of an Oxygen Thief (Paperback),Anonymous,https://www.goodreads.com/book/show/1561703.Diary_of_an_Oxygen_Thief,2.90,"                33,849",2006,579
S. (Hardcover),J.J. Abrams,https://www.goodreads.com/book/show/17860739-s,3.86,"                20,982",2013,580
"Well Met (Well Met, #1)",Jen DeLuca,https://www.goodreads.com/book/show/43189874-well-met,3.86,"                55,406",2019,581
"Covet (Crave, #3)",Tracy Wolff,https://www.goodreads.com/book/show/53426743-covet,4.31,"                27,758",2021,582
Pandora's Jar: Women in the Greek Myths (Hardcover),Natalie Haynes,https://www.goodreads.com/book/show/51135393-pandora-s-jar,4.31,"                6,265",2020,583
We Are Okay (Hardcover),Nina LaCour,https://www.goodreads.com/book/show/28243032-we-are-okay,3.95,"                71,548",2017,584
Under Locke (Kindle Edition),Mariana Zapata,https://www.goodreads.com/book/show/20613920-under-locke,4.01,"                63,193",2014,585
"Dark Lover (Black Dagger Brotherhood, #1)",J.R. Ward,https://www.goodreads.com/book/show/42899.Dark_Lover,4.16,"                318,260",2005,586
"Crownchasers (Crownchasers, #1)",Rebecca Coffindaffer,https://www.goodreads.com/book/show/50211894-crownchasers,4.19,"                1,630",2020,587
"The Traitor Queen (The Bridge Kingdom, #2)",Danielle L. Jensen,https://www.goodreads.com/book/show/50719471-the-traitor-queen,4.29,"                43,086",2020,588
"This is War: Travis & Viola, #1 (Checkmate Duet, #1)",Kennedy Fox,https://www.goodreads.com/book/show/57562606-this-is-war,3.86,"                13,722",2016,589
"The Diviners (The Diviners, #1)",Libba Bray,https://www.goodreads.com/book/show/7728889-the-diviners,3.94,"                94,580",2012,590
"Skyward (Skyward, #1)",Brandon Sanderson,https://www.goodreads.com/book/show/36642458-skyward,4.50,"                102,309",2018,591
A Lesson in Vengeance (Hardcover),Victoria Lee,https://www.goodreads.com/book/show/50999821-a-lesson-in-vengeance,3.64,"                10,419",2021,592
"Half-Blood (Covenant, #1)",Jennifer L. Armentrout,https://www.goodreads.com/book/show/9680718-half-blood,4.11,"                95,369",2011,593
"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,https://www.goodreads.com/book/show/29588376-the-lies-of-locke-lamora,4.28,"                259,598",2006,594
"Bared to You (Crossfire, #1)",Sylvia Day,https://www.goodreads.com/book/show/20448515-bared-to-you,4.16,"                492,338",2012,595
"The Crown's Game (The Crown's Game, #1)",Evelyn Skye,https://www.goodreads.com/book/show/26156203-the-crown-s-game,3.83,"                22,551",2016,596
"Warcross (Warcross, #1)",Marie Lu,https://www.goodreads.com/book/show/41014903-warcross,4.15,"                101,802",2017,597
"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,https://www.goodreads.com/book/show/18335634-clockwork-princess,4.56,"                402,538",2013,598
"Where Dreams Descend (Kingdom of Cards, #1)",Janella Angeles,https://www.goodreads.com/book/show/40144224-where-dreams-descend,3.69,"                7,619",2020,599
Every Summer After (Paperback),Carley Fortune,https://www.goodreads.com/book/show/58014893-every-summer-after,4.40,"                14,079",2022,600
"Dark Fae (Ruthless Boys of the Zodiac, #1)",Caroline Peckham,https://www.goodreads.com/book/show/57892054-dark-fae,4.33,"                15,600",2019,601
"The Sunderlands (World of Aureum, #1)",Anastasia K. King,https://www.goodreads.com/book/show/51546678-the-sunderlands,3.40,"                1,021",2019,602
"The Silent Waters (Elements, #3)",Brittainy C. Cherry,https://www.goodreads.com/book/show/29963453-the-silent-waters,4.31,"                28,537",2016,603
"The Predator (Dark Verse, #1)",RuNyx,https://www.goodreads.com/book/show/52871061-the-predator,4.04,"                8,351",2020,604
A Love Letter to Whiskey (Paperback),Kandi Steiner,https://www.goodreads.com/book/show/31549837-a-love-letter-to-whiskey,4.25,"                15,029",2016,605
Monday's Not Coming (ebook),Tiffany D. Jackson,https://www.goodreads.com/book/show/35068534-monday-s-not-coming,4.24,"                30,718",2018,606
"The Beast (Wicked Villains, #4)",Katee Robert,https://www.goodreads.com/book/show/48760170-the-beast,3.89,"                6,803",2020,607
"Just Friends (Blue Beech, #6)",Charity Ferrell,https://www.goodreads.com/book/show/52194009-just-friends,3.74,"                3,980",2020,608
Crying in H Mart (Hardcover),Michelle Zauner,https://www.goodreads.com/book/show/54814676-crying-in-h-mart,4.31,"                150,828",2021,609
The Last Time We Say Goodbye (Hardcover),Cynthia Hand,https://www.goodreads.com/book/show/17285330-the-last-time-we-say-goodbye,4.10,"                22,549",2015,610
